-4.124, wizardsAwayFS, 96.819, cavaliersHomeFS, 100.943, 89.485, 1460.964, 89.232, 1495.792, 
-1.146, mavericksAwayFS, 107.397, lakersHomeFS, 108.543, 94.672, 1464.536, 94.478, 1486.882, 
-7.559, celticsAwayFS, 95.265, heatHomeFS, 102.824, 89.48, 1451.806, 89.268, 1498.382, 
-6.844, kingsAwayFS, 93.605, bullsHomeFS, 100.449, 86.28, 1413.411, 86.174, 1546.789, 
0.522725, rocketsAwayFS, 105.7569, pistonsHomeFS, 105.2341, 91.72522, 1405.672, 91.5932, 1552.063, 
-4.008, grizzliesAwayFS, 95.612, clippersHomeFS, 99.62, 86.604, 1542.259, 86.292, 1422.945, 
1.79, spursAwayFS, 99.774, hornetsHomeFS, 97.984, 87.055, 1410.856, 86.92, 1535.803, 
-0.808875, nuggetsAwayFS, 103.9813, sixersHomeFS, 104.7901, 91.74055, 1440.763, 91.56708, 1523.251, 
1.405, warriorsAwayFS, 105.141, sunsHomeFS, 103.736, 91.749, 1454.108, 91.543, 1501.933, 
-0.66025, nuggetsAwayFS, 104.1688, sixersHomeFS, 104.829, 91.7383, 1441.272, 91.56025, 1522.724, 
-2.343, lakersAwayFS, 102.594, blazersHomeFS, 104.937, 89.758, 1416.876, 89.62, 1540.005, 
0.64725, pacersAwayFS, 94.9351, raptorsHomeFS, 94.28785, 85.0906, 1486.33, 84.8698, 1475.672, 
-1.045, mavericksAwayFS, 101.338, jazzHomeFS, 102.383, 89.114, 1378.831, 89.036, 1571.402, 
-2.649, thunderAwayFS, 104.327, spursHomeFS, 106.976, 92.275, 1472.94, 92.022, 1484.981, 
-2.218, rocketsAwayFS, 104.368, hawksHomeFS, 106.586, 93.504, 1436.855, 93.304, 1522.319, 
-1.13, bucksAwayFS, 100.195, celticsHomeFS, 101.325, 92.132, 1476.67, 91.932, 1486.565, 
3.523, pacersAwayFS, 98.608, bobcatsHomeFS, 95.085, 86.665, 1517.456, 86.435, 1446.464, 
-0.6993, bullsAwayFS, 96.34307, cavaliersHomeFS, 97.04238, 85.32518, 1532.011, 85.04677, 1429.145, 
1.851, grizzliesAwayFS, 101.299, warriorsHomeFS, 99.448, 88.328, 1575.308, 87.998, 1389.356, 
0.4519, clippersAwayFS, 105.6262, lakersHomeFS, 105.1743, 91.72295, 1527.257, 91.4234, 1433.667, 
-1.252, kingsAwayFS, 101.112, timberwolvesHomeFS, 102.364, 89.625, 1461.968, 89.433, 1496.419, 
-1.264, jazzAwayFS, 97.583, hornetsHomeFS, 98.847, 84.26, 1486.127, 84.074, 1474.427, 
-2.785, heatAwayFS, 98.408, knicksHomeFS, 101.193, 87.062, 1466.082, 86.816, 1483.1, 
-10.17, blazersAwayFS, 99.433, thunderHomeFS, 109.603, 89.556, 1551.905, 89.248, 1407.966, 
1.755, nuggetsAwayFS, 105.024, magicHomeFS, 103.269, 90.893, 1427.71, 90.688, 1536.459, 
-1.333, pistonsAwayFS, 99.489, sunsHomeFS, 100.822, 88.575, 1507.396, 88.286, 1452.952, 
-3.459, raptorsAwayFS, 95.227, netsHomeFS, 98.686, 83.829, 1455.725, 83.649, 1500.303, 
-3.823, hornetsAwayFS, 92.75, bullsHomeFS, 96.573, 83.35, 1476.251, 83.106, 1485.18, 
-8.953, bobcatsAwayFS, 99.661, mavericksHomeFS, 108.614, 91.882, 1550.577, 91.536, 1411.501, 
-6.807, blazersAwayFS, 103.064, rocketsHomeFS, 109.871, 91.453, 1576.701, 91.139, 1381.251, 
-9.784, kingsAwayFS, 94.151, pacersHomeFS, 103.935, 87.773, 1443.666, 87.583, 1517.591, 
-8.916, warriorsAwayFS, 100.595, clippersHomeFS, 109.511, 91.397, 1447.826, 91.151, 1508.552, 
-6.38, nuggetsAwayFS, 102.666, heatHomeFS, 109.046, 91.37, 1437.43, 91.198, 1527.74, 
-3.87, cavaliersAwayFS, 100.125, bucksHomeFS, 103.995, 90.557, 1525.154, 90.249, 1438.653, 
