2.242, netsAwayMulti, 90.052, raptorsHomeMulti, 92.294, 87.852, 1484.487, 87.822, 1435.846, 
-12.97, wizardsAwayMulti, 84.034, netsHomeMulti, 97.004, 90.469, 1389.034, 90.591, 1531.04, 
4.431, knicksAwayMulti, 95.736, bobcatsHomeMulti, 91.305, 91.049, 1476.112, 91.019, 1442.69, 
2.631, heatAwayMulti, 99.871, cavaliersHomeMulti, 97.24, 92.6, 1463.664, 92.637, 1454.833, 
-3.311, grizzliesAwayMulti, 96.391, mavericksHomeMulti, 99.702, 93.072, 1557.804, 92.997, 1360.722, 
-4.962, sixersAwayMulti, 90.752, pistonsHomeMulti, 95.714, 91.984, 1443.957, 92.035, 1475.778, 
1.27374, spursAwayMulti, 103.191, warriorsHomeMulti, 101.9172, 97.03054, 1480.067, 97.00506, 1436.373, 
2.958, nuggetsAwayMulti, 104.991, bucksHomeMulti, 102.033, 98.844, 1441.404, 98.875, 1475.775, 
2.296, jazzAwayMulti, 93.01, timberwolvesHomeMulti, 90.714, 90.696, 1474.99, 90.722, 1444.444, 
-12.735, kingsAwayMulti, 96.874, thunderHomeMulti, 109.609, 96.826, 1480.941, 96.744, 1436.464, 
-0.85802, bullsAwayMulti, 91.07562, magicHomeMulti, 91.93364, 89.37546, 1500.01, 89.32452, 1419.18, 
7.841, rocketsAwayMulti, 104.187, sunsHomeMulti, 96.346, 97.826, 1400.934, 97.872, 1516.542, 
-2.291, raptorsAwayMulti, 95.163, hawksHomeMulti, 97.454, 91.755, 1505.829, 91.741, 1413.438, 
-8.628, blazersAwayMulti, 94.396, clippersHomeMulti, 103.024, 91.814, 1473.391, 91.817, 1446.127, 
-6.712, pistonsAwayMulti, 88.601, netsHomeMulti, 95.313, 88.704, 1421.081, 88.75, 1499.498, 
2.979, cavaliersAwayMulti, 95.329, bobcatsHomeMulti, 92.35, 92.37, 1455.817, 92.411, 1463.019, 
-6.818, wizardsAwayMulti, 84.022, bullsHomeMulti, 90.84, 91.024, 1396.606, 91.094, 1522.537, 
-2.27, hornetsAwayMulti, 97.75, mavericksHomeMulti, 100.02, 93.406, 1550.89, 93.318, 1366.781, 
-7.192, sunsAwayMulti, 97.823, nuggetsHomeMulti, 105.015, 96.96, 1506.458, 96.89, 1411.359, 
-6.624, sixersAwayMulti, 90.161, pacersHomeMulti, 96.785, 91.309, 1430.646, 91.372, 1488.139, 
-1.946, rocketsAwayMulti, 105.444, lakersHomeMulti, 107.39, 99.605, 1423.056, 99.684, 1492.587, 
-0.18074, jazzAwayMulti, 90.41282, grizzliesHomeMulti, 90.59356, 88.37798, 1440.076, 88.40788, 1480.981, 
-14.15, magicAwayMulti, 91.365, heatHomeMulti, 105.515, 91.992, 1462.355, 91.953, 1456.896, 
-8.957, hawksAwayMulti, 93.929, knicksHomeMulti, 102.886, 92.418, 1424.488, 92.461, 1494.404, 
-12.389, bucksAwayMulti, 99.014, thunderHomeMulti, 111.403, 98.1, 1459.764, 98.092, 1456.933, 
-2.723, warriorsAwayMulti, 98.393, blazersHomeMulti, 101.116, 94.564, 1400.168, 94.683, 1516.449, 
-3.206, clippersAwayMulti, 100.112, kingsHomeMulti, 103.318, 94.341, 1486.499, 94.304, 1432.883, 
-7.961, timberwolvesAwayMulti, 94.266, spursHomeMulti, 102.227, 93.654, 1489.982, 93.545, 1428.343, 
-4.974, celticsAwayMulti, 92.745, raptorsHomeMulti, 97.719, 92.59, 1405.652, 92.625, 1513.501, 
-5.507, bucksAwayMulti, 97.287, hawksHomeMulti, 102.794, 96.284, 1436.171, 96.325, 1481.28, 
2.482, heatAwayMulti, 99.775, cavaliersHomeMulti, 97.293, 92.803, 1458.733, 92.821, 1460.482, 
-4.197, netsAwayMulti, 94.626, mavericksHomeMulti, 98.823, 92.458, 1566.193, 92.269, 1352.782, 
